Chain 1 - Calibration: 2.0 - Project: ESO LNAs - 2022215 13 9 - NA
CRBE: GV = NAV DV = +1.434V DI = 13.900mA    -   RTBE: GV = NAV DV = +1.420V DI = 16.000mA 
Center Frequency     = 0.075GHz    Marker Frequency     = 0.075GHz    Resolution Bandwidth = 8MHz    Video Bandwidth      = 10Hz    Frequency Span       = 25MHz    Power Bandwidth      = 24MHz    Attenuation          = 10dB
Frequency (GHz),Loss (dB),Cold Powers (dBm),Hot Powers (dBm),Hot Load Temps (K),Hot LNA Temps (K),Cold Load Temps (K),Cold LNA Temps (K),Calibrated Noise Temp (K),Pre Cold Measurement LNA Temp (K),Post Cold Measurement LNA Temp (K),Pre Hot Measurement LNA Temp (K),Post Hot Measurement LNA Temp (K),Pre Cold Measurement 1st Extra Temp (K),Post Cold Measurement 1st Extra Temp (K),Pre Hot Measurement 1st Extra Temp (K),Post Hot Measurement 1st Extra Temp (K),Pre Cold Measurement 2nd Extra Temp (K),Post Cold Measurement 2nd Extra Temp (K),Pre Hot Measurement 2nd Extra Temp (K),Post Hot Measurement 2nd Extra Temp (K)
69.00000000000003,1.289168967,-69.947,-69.362,49.9411,21.2883,19.9096,21.2883,163.77195028977192,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
69.20000000000003,1.286304637,-70.774,-70.068,49.949,21.2883,19.9091,21.2883,130.30804453161772,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
69.40000000000003,1.283534677,-70.913,-70.218,49.9546,21.2883,19.9093,21.2883,133.0735794630977,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
69.60000000000004,1.280854324,-70.047,-69.281,49.9585,21.2883,19.9094,21.2883,117.87293843673264,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
69.80000000000004,1.278259138,-69.927,-69.167,49.9583,21.2883,19.9093,21.2883,119.19700188698076,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
70.00000000000004,1.275744983,-69.319,-68.609,49.9565,21.2883,19.9094,21.2883,130.0224356361454,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
70.20000000000005,1.273307991,-68.318,-67.599,49.9547,21.2883,19.9095,21.2883,128.11359144679113,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
70.40000000000005,1.270944549,-67.573,-66.876,49.9513,21.2883,19.9094,21.2883,133.30988516028947,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
70.60000000000005,1.268651272,-67.096,-66.334,49.9514,21.2883,19.9094,21.2883,119.27412506383425,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
70.80000000000005,1.266424988,-66.972,-66.219,49.9521,21.2883,19.9093,21.2883,121.21392049868447,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
71.00000000000006,1.264262719,-66.097,-65.258,49.9541,21.2883,19.9092,21.2883,105.5586669333787,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
71.20000000000006,1.262161669,-65.837,-64.987,49.9565,21.2883,19.9094,21.2883,103.87990604603978,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
71.40000000000006,1.260119207,-65.648,-64.837,49.9575,21.2883,19.9094,21.2883,110.55012392386202,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
71.60000000000007,1.258132855,-66.572,-65.743,49.9597,21.2883,19.9094,21.2883,107.54844922573487,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
71.80000000000007,1.256200281,-66.537,-65.776,49.9598,21.2883,19.9093,21.2883,120.18231572154659,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
72.00000000000007,1.254319282,-67.4,-66.516,49.96,21.2883,19.9095,21.2883,99.00536143266089,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
72.20000000000007,1.252487779,-67.97,-67.056,49.9595,21.2883,19.9093,21.2883,94.76737560052133,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
72.40000000000008,1.250703808,-68.935,-67.992,49.9601,21.2883,19.9094,21.2883,90.93086284791066,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
72.60000000000008,1.248965511,-69.034,-68.032,49.9604,21.2883,19.9097,21.2883,83.73254171729612,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
72.80000000000008,1.247271129,-69.115,-68.055,49.9608,21.2883,19.9095,21.2883,77.44172699028579,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
73.00000000000009,1.245618994,-68.373,-67.276,49.9604,21.2883,19.9095,21.2883,73.79590922838891,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
73.20000000000009,1.244007526,-68.14,-67.016,49.9613,21.2883,19.9096,21.2883,71.3052964583017,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
73.40000000000009,1.242435226,-68.314,-67.163,49.9624,21.2883,19.9096,21.2883,68.93157086922187,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
73.6000000000001,1.240900669,-68.615,-67.529,49.9628,21.2883,19.9092,21.2883,75.05646359535787,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
73.8000000000001,1.239402502,-68.202,-67.325,49.9631,21.2883,19.9092,21.2883,100.77084321792418,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
74.0000000000001,1.237939437,-66.238,-65.541,49.9629,21.2883,19.9093,21.2883,135.34006188374022,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
74.2000000000001,1.236510249,-65.371,-64.42,49.9636,21.2883,19.9092,21.2883,90.51916416478579,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
74.4000000000001,1.235113771,-64.329,-63.574,49.9637,21.2883,19.9097,21.2883,122.5818639883864,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
74.60000000000011,1.233748892,-65.886,-64.793,49.964,21.2883,19.9091,21.2883,74.63927529758845,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
74.80000000000011,1.232414551,-64.899,-63.779,49.9641,21.2883,19.9099,21.2883,72.10367092457996,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
75.00000000000011,1.231109736,-64.45,-63.512,49.9647,21.2883,19.9093,21.2883,92.46915209494802,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
75.20000000000012,1.229833482,-64.511,-63.577,49.9646,21.2883,19.9095,21.2883,93.06085299873169,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
75.40000000000012,1.228584866,-64.582,-63.437,49.9645,21.2883,19.9093,21.2883,69.96192405231426,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
75.60000000000012,1.227363006,-64.845,-63.748,49.9655,21.2883,19.9093,21.2883,74.4923051350734,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
75.80000000000013,1.226167058,-65.354,-64.314,49.9651,21.2883,19.9096,21.2883,80.4022754989057,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
76.00000000000013,1.224996214,-65.554,-64.533,49.9655,21.2883,19.9095,21.2883,82.55407631332706,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
76.20000000000013,1.223849703,-66.209,-65.187,49.9659,21.2883,19.9092,21.2883,82.49102518445684,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
76.40000000000013,1.222726784,-65.568,-64.549,49.9662,21.2883,19.9096,21.2883,82.87528607965861,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
76.60000000000014,1.221626746,-66.489,-65.57,49.9662,21.2883,19.9093,21.2883,95.49687486154306,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
76.80000000000014,1.220548911,-66.777,-65.958,49.9666,21.2883,19.9095,21.2883,111.21256794336645,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
77.00000000000014,1.219492624,-66.946,-66.032,49.9665,21.2883,19.9094,21.2883,96.29817943829035,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
77.20000000000014,1.218457259,-65.063,-64.367,49.9663,21.2883,19.9091,21.2883,136.80690179457395,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
77.40000000000015,1.217442216,-65.332,-64.229,49.966,21.2883,19.9094,21.2883,74.28569202224293,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
77.60000000000015,1.216446914,-66.3,-65.223,49.9665,21.2883,19.9094,21.2883,76.90490882490269,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
77.80000000000015,1.2154708,-66.748,-65.557,49.9663,21.2883,19.9095,21.2883,66.4666077865062,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
78.00000000000016,1.214513339,-69.207,-68.001,49.9674,21.2883,19.9095,21.2883,65.27265205243224,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
78.20000000000016,1.213574017,-69.819,-68.67,49.9671,21.2883,19.9091,21.2883,70.1557797499193,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
78.40000000000016,1.212652339,-69.154,-68.208,49.9672,21.2883,19.9096,21.2883,92.24502611435285,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
78.60000000000016,1.21174783,-73.055,-72.158,49.9672,21.2883,19.9095,21.2883,99.11608981391686,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
78.80000000000017,1.210860031,-74.409,-73.622,49.9676,21.2883,19.9095,21.2883,117.60805036963242,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
79.00000000000017,1.209988499,-73.923,-73.075,49.9674,21.2883,19.9099,21.2883,106.82677513857148,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
79.20000000000017,1.209132809,-69.625,-68.55,49.9677,21.2883,19.9093,21.2883,77.40045112592435,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
79.40000000000018,1.208292551,-69.139,-68.045,49.9679,21.2883,19.9098,21.2883,75.5215662641533,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
79.60000000000018,1.207467329,-66.393,-65.293,49.9674,21.2883,19.9099,21.2883,74.961829915039,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
79.80000000000018,1.206656759,-65.551,-64.636,49.9676,21.2883,19.9095,21.2883,96.76390223561793,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
80.00000000000018,1.205860474,-63.108,-62.489,49.9681,21.2883,19.9096,21.2883,158.83845667670153,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
80.20000000000019,1.205078117,-63.843,-63.07,49.9682,21.2883,19.9091,21.2883,120.66743619354361,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
80.40000000000019,1.204309343,-64.733,-63.616,49.9685,21.2883,19.9093,21.2883,73.45133320066309,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
80.6000000000002,1.203553821,-64.306,-63.229,49.9687,21.2883,19.9095,21.2883,77.41947628162414,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
80.8000000000002,1.202811229,-64.349,-63.558,49.9688,21.2883,19.9091,21.2883,117.30166055650348,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
81.0000000000002,1.202081256,-64.907,-63.869,49.9682,21.2883,19.9092,21.2883,81.61501927423672,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
81.2000000000002,1.201363601,-65.246,-64.157,49.9678,21.2883,19.9092,21.2883,76.29152750383228,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
81.4000000000002,1.200657974,-66.151,-65.047,49.968,21.2883,19.9091,21.2883,74.84041534566754,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
81.60000000000021,1.199964094,-66.64,-65.473,49.968,21.2883,19.9094,21.2883,69.06639713250038,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
81.80000000000021,1.199281688,-68.784,-67.669,49.9683,21.2883,19.9092,21.2883,73.83396438236379,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
82.00000000000021,1.198610492,-68.019,-66.896,49.9686,21.2883,19.9096,21.2883,73.10078441215906,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
82.20000000000022,1.19795025,-70.534,-69.509,49.9691,21.2883,19.9095,21.2883,83.24053387434232,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
82.40000000000022,1.197300716,-70.448,-69.439,49.9686,21.2883,19.9096,21.2883,85.10484478255339,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
82.60000000000022,1.196661648,-72.356,-71.409,49.9693,21.2883,19.9096,21.2883,92.85263637098359,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
82.80000000000022,1.196032815,-71.886,-70.857,49.9689,21.2883,19.9092,21.2883,82.87139008586378,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
83.00000000000023,1.195413991,-72.249,-71.284,49.9692,21.2883,19.9096,21.2883,90.56561190661725,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
83.20000000000023,1.194804958,-74.513,-73.794,49.9687,21.2883,19.9094,21.2883,132.84406977091328,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
83.40000000000023,1.194205502,-71.983,-71.019,49.9692,21.2883,19.9094,21.2883,90.74943800974299,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
83.60000000000024,1.193615418,-73.468,-72.66,49.9694,21.2883,19.9095,21.2883,114.64684478808765,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
83.80000000000024,1.193034505,-70.332,-69.284,49.9685,21.2883,19.9098,21.2883,80.8968080070166,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
84.00000000000024,1.192462571,-71.404,-70.416,49.9695,21.2883,19.9095,21.2883,87.82710807966052,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
84.20000000000024,1.191899426,-69.534,-68.459,49.9689,21.2883,19.9099,21.2883,78.0910441642505,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
84.40000000000025,1.191344887,-68.552,-67.415,49.9688,21.2883,19.9094,21.2883,72.0759436359193,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
84.60000000000025,1.190798777,-66.44,-65.202,49.9688,21.2883,19.9096,21.2883,63.55817202818617,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
84.80000000000025,1.190260921,-65.271,-64.129,49.9691,21.2883,19.9094,21.2883,71.65960968324775,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
85.00000000000026,1.189731153,-65.296,-64.234,49.9685,21.2883,19.9095,21.2883,79.53638834657991,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
85.20000000000026,1.189209309,-64.219,-63.144,49.9696,21.2883,19.9093,21.2883,78.20491676973745,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
85.40000000000026,1.188695229,-64.341,-63.39,49.9689,21.2883,19.9097,21.2883,92.69114836219585,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
85.60000000000026,1.188188759,-63.371,-62.342,49.9694,21.2883,19.9095,21.2883,83.20498744918264,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
85.80000000000027,1.18768975,-62.812,-61.677,49.9694,21.2883,19.9095,21.2883,72.40152844100119,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
86.00000000000027,1.187198054,-63.692,-62.668,49.9691,21.2883,19.9096,21.2883,83.81220533504911,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
86.20000000000027,1.186713529,-63.754,-62.619,49.9693,21.2883,19.9092,21.2883,72.43984555757417,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
86.40000000000028,1.186236036,-63.66,-62.529,49.9694,21.2883,19.9095,21.2883,72.82895361347711,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
86.60000000000028,1.18576544,-63.722,-62.631,49.9692,21.2883,19.9097,21.2883,76.71385852468094,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
86.80000000000028,1.18530161,-63.242,-62.05,49.9688,21.2883,19.9094,21.2883,67.46610533784383,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
87.00000000000028,1.184844418,-63.305,-62.07,49.9695,21.2883,19.9098,21.2883,64.0001183575944,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
87.20000000000029,1.184393739,-64.174,-62.944,49.9695,21.2883,19.9094,21.2883,64.40987063880745,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
87.40000000000029,1.183949452,-65.36,-64.042,49.9696,21.2883,19.9101,21.2883,57.952073392351004,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
87.60000000000029,1.183511437,-64.749,-63.475,49.9699,21.2883,19.9096,21.2883,61.09250516690883,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
87.8000000000003,1.183079579,-68.355,-67.209,49.9699,21.2883,19.9097,21.2883,71.56949631284783,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
88.0000000000003,1.182653766,-65.205,-63.967,49.9694,21.2883,19.9099,21.2883,63.84207132518553,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
88.2000000000003,1.182233888,-68.045,-66.857,49.9701,21.2883,19.9099,21.2883,67.91709898217297,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
88.4000000000003,1.181819837,-65.989,-64.726,49.9695,21.2883,19.9099,21.2883,61.96334582478568,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
88.6000000000003,1.181411509,-66.716,-65.398,49.9694,21.2883,19.9099,21.2883,58.03494618061567,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
88.80000000000031,1.181008803,-66.878,-65.555,49.9696,21.2883,19.9095,21.2883,57.70795515015119,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
89.00000000000031,1.180611618,-65.244,-63.929,49.9695,21.2883,19.9099,21.2883,58.26785596521455,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
89.20000000000032,1.180219858,-65.221,-63.874,49.969,21.2883,19.9096,21.2883,56.12494452153868,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
89.40000000000032,1.179833428,-62.607,-61.269,49.9693,21.2883,19.9096,21.2883,56.73386547772491,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
89.60000000000032,1.179452235,-64.461,-63.132,49.9693,21.2883,19.91,21.2883,57.348790589849756,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
89.80000000000032,1.179076189,-62.559,-61.14,49.9702,21.2883,19.9094,21.2883,51.67119529959921,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
90.00000000000033,1.178705202,-63.365,-61.945,49.9698,21.2883,19.9096,21.2883,51.62155731652936,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
90.20000000000033,1.178339187,-62.84,-61.39,49.9699,21.2883,19.9098,21.2883,49.894534455979795,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
90.40000000000033,1.17797806,-61.9,-60.43,49.9693,21.2883,19.9097,21.2883,48.785278400074915,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
90.60000000000034,1.177621739,-62.361,-60.928,49.9693,21.2883,19.9098,21.2883,50.89013033430963,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
90.80000000000034,1.177270144,-61.831,-60.436,49.9696,21.2883,19.9098,21.2883,53.169899503512006,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
91.00000000000034,1.176923196,-62.92,-61.498,49.9694,21.2883,19.9095,21.2883,51.5563946355053,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
91.20000000000034,1.176580818,-62.159,-60.724,49.9693,21.2883,19.9097,21.2883,50.80543879241715,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
91.40000000000035,1.176242935,-62.27,-60.798,49.9693,21.2883,19.9097,21.2883,48.72526864391576,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
91.60000000000035,1.175909474,-61.178,-59.671,49.9693,21.2883,19.9096,21.2883,46.853071572787194,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
91.80000000000035,1.175580363,-61.519,-60.031,49.9691,21.2883,19.9095,21.2883,47.87301479708734,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
92.00000000000036,1.175255531,-62.14,-60.689,49.9699,21.2883,19.9096,21.2883,49.92923196991286,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
92.20000000000036,1.174934911,-61.525,-60.087,49.9694,21.2883,19.9095,21.2883,50.681827819714364,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
92.40000000000036,1.174618434,-62.217,-60.819,49.9696,21.2883,19.9097,21.2883,53.06814021387972,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
92.60000000000036,1.174306035,-61.476,-60.063,49.9698,21.2883,19.9094,21.2883,52.1718156982807,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
92.80000000000037,1.17399765,-61.957,-60.488,49.9692,21.2883,19.9097,21.2883,48.955832326004355,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
93.00000000000037,1.173693216,-60.803,-59.309,49.9691,21.2883,19.9095,21.2883,47.60484818451826,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
93.20000000000037,1.173392671,-61.054,-59.548,49.9695,21.2883,19.9095,21.2883,46.97751703507554,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
93.40000000000038,1.173095955,-61.442,-59.948,49.9691,21.2883,19.9095,21.2883,47.62191662914861,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
93.60000000000038,1.172803009,-62.438,-60.977,49.9694,21.2883,19.9094,21.2883,49.43745327386797,21.2883,21.2883,21.2883,21.2883,NA,NA,NA,NA,NA,NA,NA,NA
